"","[","objectid","fod_id","fpa_id","source_system_type","source_system","nwcg_reporting_agency","nwcg_reporting_unit_id","nwcg_reporting_unit_name","source_reporting_unit","source_reporting_unit_name","local_fire_report_id","local_incident_id","fire_code","fire_name","ics_209_incident_number","ics_209_name","mtbs_id","mtbs_fire_name","complex_name","fire_year","discovery_date","discovery_doy","discovery_time","stat_cause_code","stat_cause_descr","cont_date","cont_doy","cont_time","fire_size","fire_size_class","latitude","longitude","owner_code","owner_descr","state","county","fips_code","fips_name","cause","date","plot_date","duration_days"
"370",NA,"213679","216710","W-33257","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D195","PGE 13",NA,NA,"CA3607712012919930510","PGE 13",NA,"1993",1993-05-10,"130","1730",9,"Miscellaneous",1993-05-10,130,2330,1800,"F",36.05,-120.1343,"8","PRIVATE","CA",NA,NA,NA,"Human",1993-05-10,2017-05-10,0
"371",NA,"213696","216729","W-33283","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D221","METZ",NA,NA,"CA3643012120119930611","METZ",NA,"1993",1993-06-11,"162","1454",2,"Equipment Use",1993-06-12,163,1800,1513,"F",36.4333,-121.2344,"8","PRIVATE","CA",NA,NA,NA,"Human",1993-06-11,2017-06-11,1
"372",NA,"213701","216734","W-33291","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D229","PIXLEY",NA,NA,"CA3592211936519930614","PIXLEY",NA,"1993",1993-06-14,"165","1130",5,"Debris Burning",1993-06-14,165,1700,1560,"F",35.9333,-119.3509,"8","PRIVATE","CA",NA,NA,NA,"Human",1993-06-14,2017-06-14,0
"373",NA,"213707","216740","W-33319","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"U860","ORCHARD",NA,NA,"CA3574012007419930620","ORCHARD",NA,"1993",1993-06-20,"171","1236",1,"Lightning",1993-06-20,171,1800,16000,"G",35.7333,-120.151,"1","BLM","CA",NA,NA,NA,"Natural",1993-06-20,2017-06-20,0
"374",NA,"213711","216745","W-33321","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"U862","VALLEY",NA,NA,"CA3524611953619930622","VALLEY",NA,"1993",1993-06-22,"173","1545",7,"Arson",1993-06-22,173,1900,2260,"F",35.25,-119.501,"7","STATE","CA",NA,NA,NA,"Human",1993-06-22,2017-06-22,0
"375",NA,"213754","216790","W-33379","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"U921","RANCHO",NA,NA,"CA3630012144819930801","RANCHO",NA,"1993",1993-08-01,"213","1152",2,"Equipment Use",1993-08-04,216,1800,6000,"G",36.3166,-121.4844,"8","PRIVATE","CA",NA,NA,NA,"Human",1993-08-01,2017-08-01,3
"376",NA,"213813","216850","W-26570","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D043","SMOOT",NA,NA,NA,NA,NA,"1994",1994-04-25,"115","1450",11,"Powerline",1994-04-25,115,1800,3000,"F",35.4833,-118.9509,"8","PRIVATE","CA",NA,NA,NA,"Human",1994-04-25,2017-04-25,0
"377",NA,"213821","216858","W-26579","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D052","SODA",NA,NA,"CA3520611991719940523","SODA",NA,"1994",1994-05-23,"143","1133",2,"Equipment Use",1994-05-26,146,1800,3380,"F",35.2166,-119.8843,"8","PRIVATE","CA",NA,NA,NA,"Human",1994-05-23,2017-05-23,3
"378",NA,"213825","216862","W-26584","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D057","OIL",NA,NA,NA,NA,NA,"1994",1994-05-30,"150","1741",7,"Arson",1994-05-30,150,2200,1200,"F",35.3666,-118.8509,"8","PRIVATE","CA",NA,NA,NA,"Human",1994-05-30,2017-05-30,0
"379",NA,"213826","216863","W-26583","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D056","BRECKENRDG",NA,NA,"CA3537611880519940530","BRECKENRIDGE",NA,"1994",1994-05-30,"150","1741",7,"Arson",1994-05-30,150,2200,3100,"F",35.35,-118.9009,"8","PRIVATE","CA",NA,NA,NA,"Human",1994-05-30,2017-05-30,0
"380",NA,"213839","216876","W-26599","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D072","YORK",NA,NA,"CA3585112017919940612","YORK",NA,"1994",1994-06-12,"163","1018",9,"Miscellaneous",1994-06-12,163,1800,1120,"F",35.85,-120.1676,"8","PRIVATE","CA",NA,NA,NA,"Human",1994-06-12,2017-06-12,0
"381",NA,"213841","216878","W-26604","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D077","LAKELAND",NA,NA,"CA3564211844219940614","LAKELAND",NA,"1994",1994-06-14,"165","1200",8,"Children",1994-06-16,167,1800,2426,"F",35.6333,-118.4509,"8","PRIVATE","CA",NA,NA,NA,"Human",1994-06-14,2017-06-14,2
"382",NA,"213850","216887","W-26618","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D091","WHITEBLNKT",NA,NA,"CA3574711817719940621","WHITE BLANKET",NA,"1994",1994-06-21,"172","1300",9,"Miscellaneous",1994-06-21,172,1800,2505,"F",35.7166,-118.1676,"5","USFS","CA",NA,NA,NA,"Human",1994-06-21,2017-06-21,0
"383",NA,"213884","216922","W-26680","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D154","ALISO",NA,NA,"CA3490911972919940730","ALISO",NA,"1994",1994-07-30,"211","1125",3,"Smoking",1994-08-01,213,1800,3429,"F",34.95,-119.7343,"8","PRIVATE","CA",NA,NA,NA,"Human",1994-07-30,2017-07-30,2
"384",NA,"213892","216931","W-26699","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D173","HWY 41",NA,NA,"CA3539212068319940814","41",NA,"1994",1994-08-14,"226","1557",7,"Arson",1994-08-18,230,100,48851,"G",35.4333,-120.7343,"8","PRIVATE","CA",NA,NA,NA,"Human",1994-08-14,2017-08-14,4
"385",NA,"213905","216945","W-26719","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D194","SPANISH",NA,NA,"CA3500411993619940908","SPANISH",NA,"1994",1994-09-08,"251","1400",5,"Debris Burning",1994-09-09,252,1800,2100,"F",34.9833,-120.0035,"8","PRIVATE","CA",NA,NA,NA,"Human",1994-09-08,2017-09-08,1
"386",NA,"213907","216947","W-26722","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D197","WYLE",NA,NA,NA,NA,NA,"1994",1994-09-12,"255","1700",5,"Debris Burning",1994-09-12,255,2359,1205,"F",37.1499,-119.5343,"9","TRIBAL","CA",NA,NA,NA,"Human",1994-09-12,2017-09-12,0
"387",NA,"213921","216961","W-21735","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"U864","NEES",NA,NA,"CA3684512080419950508","NEES",NA,"1995",1995-05-08,"128","1505",2,"Equipment Use",1995-05-08,128,2000,1820,"F",36.8499,-120.7844,"8","PRIVATE","CA",NA,NA,NA,"Human",1995-05-08,2017-05-08,0
"388",NA,"213937","216977","W-21722","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"U851","46",NA,NA,"CA3562411978919950601","46",NA,"1995",1995-06-01,"152","1650",11,"Powerline",1995-06-01,152,2130,7495,"G",35.6166,-119.7676,"8","PRIVATE","CA",NA,NA,NA,"Human",1995-06-01,2017-06-01,0
"389",NA,"213950","216990","W-21741","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"U873","DEVILSDEN",NA,NA,NA,NA,NA,"1995",1995-06-22,"173","1748",5,"Debris Burning",1995-06-22,173,2124,1100,"F",35.7,-119.9343,"8","PRIVATE","CA",NA,NA,NA,"Human",1995-06-22,2017-06-22,0
"390",NA,"213953","216994","W-21747","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"U879","ELK",NA,NA,"CA3502811950619950625","ELK",NA,"1995",1995-06-25,"176","1958",11,"Powerline",1995-06-26,177,800,1837,"F",35.0333,-119.501,"1","BLM","CA",NA,NA,NA,"Human",1995-06-25,2017-06-25,1
"391",NA,"213971","217015","W-21790","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"U922","PEORIA",NA,NA,"CA3792612050319950716","PEORIA",NA,"1995",1995-07-16,"197","1350",11,"Powerline",1995-07-18,199,2000,3212,"F",37.9333,-120.5344,"7","STATE","CA",NA,NA,NA,"Human",1995-07-16,2017-07-16,2
"392",NA,"213989","217035","W-21814","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"U948","GILBREATH",NA,NA,"CA3568811961119950728","GILBREATH",NA,"1995",1995-07-28,"209","1607",7,"Arson",1995-07-28,209,2000,2000,"F",35.6833,-119.5843,"8","PRIVATE","CA",NA,NA,NA,"Human",1995-07-28,2017-07-28,0
"393",NA,"214002","217049","W-21848","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"U982","MIDWAY",NA,NA,"CA3532711950019950815","MIDWAY",NA,"1995",1995-08-15,"227","1500",7,"Arson",1995-08-15,227,2359,8845,"G",35.2833,-119.5176,"8","PRIVATE","CA",NA,NA,NA,"Human",1995-08-15,2017-08-15,0
"394",NA,"214003","217050","W-21847","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"U981","HONOLULU",NA,NA,"CA3524811952119950815","HONOLULU",NA,"1995",1995-08-15,"227","1606",7,"Arson",1995-08-15,227,2359,1430,"F",35.2666,-119.5343,"8","PRIVATE","CA",NA,NA,NA,"Human",1995-08-15,2017-08-15,0
"395",NA,"214036","217086","W-14138","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D070","PANOCHE",NA,NA,"CA3663112067819960415","PANOCHE",NA,"1996",1996-04-15,"106","1440",11,"Powerline",1996-04-16,107,1800,2000,"F",36.6333,-120.6843,"8","PRIVATE","CA",NA,NA,NA,"Human",1996-04-15,2017-04-15,1
"396",NA,"214037","217087","W-14140","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D072","SKYLINE",NA,NA,"CA3600012004119960427","SKYLINE",NA,"1996",1996-04-27,"118","930",11,"Powerline",1996-04-27,118,2300,19839,"G",36.0333,-120.101,"8","PRIVATE","CA",NA,NA,NA,"Human",1996-04-27,2017-04-27,0
"397",NA,"214038","217088","W-14141","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D073","PANOCHE II",NA,NA,"CA3657512062719960427","PANOCHE II",NA,"1996",1996-04-27,"118","945",11,"Powerline",1996-04-28,119,1800,18340,"G",36.6166,-120.6677,"8","PRIVATE","CA",NA,NA,NA,"Human",1996-04-27,2017-04-27,1
"398",NA,"214039","217089","W-14143","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D075","HWY 41",NA,NA,"CA3590111999919960501","HWY 41",NA,"1996",1996-05-01,"122","1218",7,"Arson",1996-05-01,122,2100,3100,"F",35.9166,-120.9177,"8","PRIVATE","CA",NA,NA,NA,"Human",1996-05-01,2017-05-01,0
"399",NA,"214049","217099","W-14152","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D084","OVERLOOK",NA,NA,"CA3520911991019960520","OVERLOOK",NA,"1996",1996-05-20,"141","1650",5,"Debris Burning",1996-05-20,141,2359,2220,"F",35.2166,-119.901,"7","STATE","CA",NA,NA,NA,"Human",1996-05-20,2017-05-20,0
"400",NA,"214050","217100","W-14154","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D086","HWY 33 II",NA,NA,"CA3580712001619960522","HWY 33 II",NA,"1996",1996-05-22,"143","2130",7,"Arson",1996-05-23,144,500,4000,"F",35.8166,-120.0093,"8","PRIVATE","CA",NA,NA,NA,"Human",1996-05-22,2017-05-22,1
"401",NA,"214051","217101","W-14153","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D085","7 MILE",NA,NA,"CA3526211986019960523","SEVEN MILE",NA,"1996",1996-05-23,"144","1125",2,"Equipment Use",1996-05-24,145,1800,2690,"F",35.3333,-119.8843,"8","PRIVATE","CA",NA,NA,NA,"Human",1996-05-23,2017-05-23,1
"402",NA,"214052","217102","W-14155","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D087","MESA CMPLX",NA,NA,"CA3539611888419960523","MESA COMPLEX","MESA COMPLEX","1996",1996-05-23,"144","1545",7,"Arson",1996-05-23,144,2359,4500,"F",35.4333,-118.9176,"8","PRIVATE","CA",NA,NA,NA,"Human",1996-05-23,2017-05-23,0
"403",NA,"214066","217120","W-14184","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D116","ROUND MTN",NA,NA,"CA3547911890919960617","ROUND MOUNTAIN",NA,"1996",1996-06-17,"169","1258",3,"Smoking",1996-06-17,169,2100,2880,"F",35.5,-118.9009,"8","PRIVATE","CA",NA,NA,NA,"Human",1996-06-17,2017-06-17,0
"404",NA,"214067","217121","W-14185","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D117","MERCY",NA,NA,"CA3686312082419960618","MERCY",NA,"1996",1996-06-18,"170","1619",2,"Equipment Use",1996-06-19,171,1800,16820,"G",36.9166,-120.7344,"8","PRIVATE","CA",NA,NA,NA,"Human",1996-06-18,2017-06-18,1
"405",NA,"214078","217134","W-14205","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D139","CUYAMA",NA,NA,"CA3492011967219960703","CUYAMA",NA,"1996",1996-07-03,"185","1432",5,"Debris Burning",1996-07-05,187,800,1590,"F",34.8833,-119.6676,"7","STATE","CA",NA,NA,NA,"Human",1996-07-03,2017-07-03,2
"406",NA,"214079","217135","W-14206","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D140","GOOSE",NA,NA,"CA3570511963519960704","GOOSE",NA,"1996",1996-07-04,"186","1223",7,"Arson",1996-07-04,186,1800,1800,"F",35.7,-119.6676,"8","PRIVATE","CA",NA,NA,NA,"Human",1996-07-04,2017-07-04,0
"407",NA,"214083","217139","W-14211","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D145","COLVIL/COW",NA,NA,"CA3858211952919960708","WALKER COMPLEX","WALKER COMPLEX","1996",1996-07-07,"189","1700",1,"Lightning",1996-07-11,193,1800,1600,"F",38.5699,-119.5127,"1","BLM","CA",NA,NA,NA,"Natural",1996-07-07,2017-07-07,4
"408",NA,"214087","217143","W-14210","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D144","WALKER CPX",NA,NA,"CA3858211952919960708","WALKER COMPLEX","WALKER COMPLEX","1996",1996-07-08,"190","1630",1,"Lightning",1996-07-20,202,1800,1300,"F",38.5832,-119.5177,"1","BLM","CA",NA,NA,NA,"Natural",1996-07-08,2017-07-08,12
"409",NA,"214103","217161","W-14241","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D176","GILBRETH",NA,NA,"CA3567411959619960719","GILBRETH",NA,"1996",1996-07-19,"201","1611",7,"Arson",1996-07-19,201,2359,3500,"F",35.6833,-119.5843,"7","STATE","CA",NA,NA,NA,"Human",1996-07-19,2017-07-19,0
"410",NA,"214116","217176","W-14262","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D199","WARTHAN",NA,NA,NA,NA,NA,"1996",1996-08-08,"221","1200",9,"Miscellaneous",1996-08-09,222,2200,1200,"F",36.0833,-120.4677,"8","PRIVATE","CA",NA,NA,NA,"Human",1996-08-08,2017-08-08,1
"411",NA,"214118","217178","W-14264","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D201","AIRPORT 2",NA,NA,"CA3535211954719960808","AIRPORT 2",NA,"1996",1996-08-08,"221","1604",7,"Arson",1996-08-08,221,2000,1100,"F",35.3333,-119.501,"8","PRIVATE","CA",NA,NA,NA,"Human",1996-08-08,2017-08-08,0
"412",NA,"214124","217184","W-14291","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D228","BEAR",NA,NA,NA,NA,NA,"1996",1996-08-12,"225","600",1,"Lightning",1996-08-15,228,2000,2700,"F",38.0999,-120.5677,"8","PRIVATE","CA",NA,NA,NA,"Natural",1996-08-12,2017-08-12,3
"413",NA,"214126","217186","W-14281","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D218","BASE LINE",NA,NA,NA,NA,NA,"1996",1996-08-12,"225","700",1,"Lightning",1996-08-14,227,2000,4000,"F",37.8999,-120.551,"8","PRIVATE","CA",NA,NA,NA,"Natural",1996-08-12,2017-08-12,2
"414",NA,"214128","217188","W-14282","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D219","RIMROCK",NA,NA,"CA3830512043119960812","RIMROCK",NA,"1996",1996-08-12,"225","700",1,"Lightning",1996-08-14,227,2000,2300,"F",38.2832,-120.401,"8","PRIVATE","CA",NA,NA,NA,"Natural",1996-08-12,2017-08-12,2
"415",NA,"214129","217189","W-14273","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D210","KEYSTONE",NA,NA,NA,NA,NA,"1996",1996-08-12,"225","700",1,"Lightning",1996-08-14,227,1800,5600,"G",37.8499,-120.501,"1","BLM","CA",NA,NA,NA,"Natural",1996-08-12,2017-08-12,2
"416",NA,"214133","217194","W-14288","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D225","ROGGE",NA,NA,"CA3789912011319960814","ROGGE","ACKERSON COMPLEX","1996",1996-08-13,"226","600",1,"Lightning",1996-08-28,241,1800,22080,"G",37.8999,-120.1344,"5","USFS","CA",NA,NA,NA,"Natural",1996-08-13,2017-08-13,15
"417",NA,"214134","217195","W-14277","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D214","KAWEAH",NA,NA,"CA3649311886619960813","KAWEAH",NA,"1996",1996-08-13,"226","1530",2,"Equipment Use",1996-09-01,245,1900,4479,"F",36.4499,-118.9843,"1","BLM","CA",NA,NA,NA,"Human",1996-08-13,2017-08-13,19
"418",NA,"214162","217225","W-14346","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"U886","BANOS",NA,NA,NA,NA,NA,"1996",1996-10-18,"292","1848",1,"Lightning",1996-10-20,294,1139,4380,"F",36.7999,-120.8844,"8","PRIVATE","CA",NA,NA,NA,"Natural",1996-10-18,2017-10-18,2
"419",NA,"214164","217227","W-14348","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"U888","WESTFIELD",NA,NA,"CA3502311937719961028","WESTFIELD",NA,"1996",1996-10-28,"302","1200",7,"Arson",1996-10-28,302,1800,1225,"F",35.0333,-119.3676,"8","PRIVATE","CA",NA,NA,NA,"Human",1996-10-28,2017-10-28,0
"420",NA,"214179","217243","W-9814","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"U907","COTTONWD 2",NA,NA,"CA3539811876919970508","COTTONWD 2",NA,"1997",1997-05-08,"128","1550",2,"Equipment Use",1997-05-08,128,2200,3500,"F",35.3833,-118.7843,"8","PRIVATE","CA",NA,NA,NA,"Human",1997-05-08,2017-05-08,0
"421",NA,"214187","217253","W-9821","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"U914","LOKERN",NA,NA,"CA3531811949919970519","LOKERN",NA,"1997",1997-05-19,"139","1545",11,"Powerline",1997-05-20,140,1200,47000,"G",35.3944,-119.6232,"8","PRIVATE","CA",NA,NA,NA,"Human",1997-05-19,2017-05-19,1
"422",NA,"214201","217269","W-9681","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D003","MIDWAY CPX",NA,NA,"CA3522611952219970620","MIDWAY COMPLEX","MIDWAY COMPLEX","1997",1997-06-20,"171","1548",7,"Arson",1997-06-21,172,1200,7485,"G",35.2166,-119.4843,"8","PRIVATE","CA",NA,NA,NA,"Human",1997-06-20,2017-06-20,1
"423",NA,"214207","217275","W-9691","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D013","TOWER",NA,NA,"CA3569011841219970704","TOWER",NA,"1997",1997-07-04,"185","1800",7,"Arson",1997-07-08,189,1800,1096,"F",35.6833,-118.4009,"5","USFS","CA",NA,NA,NA,"Human",1997-07-04,2017-07-04,4
"424",NA,"214226","217297","W-9728","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D050","HOPPER",NA,NA,"CA3447611881619970805","HOPPER",NA,"1997",1997-08-05,"217","1404",7,"Arson",1997-08-11,223,1800,24800,"G",34.4667,-118.8509,"5","USFS","CA",NA,NA,NA,"Human",1997-08-05,2017-08-05,6
"425",NA,"214234","217306","W-9737","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D059","POSO",NA,NA,"CA3552511899719970810","POSO",NA,"1997",1997-08-10,"222","1100",11,"Powerline",1997-08-10,222,2200,2500,"F",35.525,-118.9787,"8","PRIVATE","CA",NA,NA,NA,"Human",1997-08-10,2017-08-10,0
"426",NA,"214237","217309","W-9741","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D063","CHOCKTAW",NA,NA,"CA3545911887919970819","CHOCKTAW",NA,"1997",1997-08-19,"231","1450",7,"Arson",1997-08-19,231,1800,10416,"G",35.4,-118.9009,"8","PRIVATE","CA",NA,NA,NA,"Human",1997-08-19,2017-08-19,0
"427",NA,"214252","217324","W-9767","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D089","AMERICAN",NA,NA,"CA3518711989619970919","AMERICAN",NA,"1997",1997-09-19,"262","1600",11,"Powerline",1997-09-20,263,250,1944,"F",35.1833,-119.901,"1","BLM","CA",NA,NA,NA,"Human",1997-09-19,2017-09-19,1
"428",NA,"214255","217328","W-9777","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D099","WILLIAMS",NA,NA,"CA3937712125219970927","WILLIAMS",NA,"1997",1997-09-27,"270","1430",2,"Equipment Use",1997-10-02,275,1800,5745,"G",39.3999,-121.2011,"8","PRIVATE","CA",NA,NA,NA,"Human",1997-09-27,2017-09-27,5
"429",NA,"214399","217477","W-4883","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"D142","BRECK",NA,NA,"CA3537111878719980708","BRECK",NA,"1998",1998-07-08,"189","1440",7,"Arson",1998-07-08,189,2000,7000,"G",35.273,-118.8265,"7","STATE","CA",NA,NA,NA,"Human",1998-07-08,2017-07-08,0
"430",NA,"214645","217740","W-5005","FED","DOI-WFMI","BLM","USCACND","Central California District","CABBD","Bakersfield District",NA,NA,"U858","YANKEE",NA,NA,NA,NA,NA,"1998",1998-08-31,"243","1500",11,"Powerline",1998-09-03,246,1800,1137,"F",35.6447,-118.4354,"1","BLM","CA",NA,NA,NA,"Human",1998-08-31,2017-08-31,3
